lat,lon,h
21.57,121.21,21.8
21.57,121.22,21.805
21.57,121.23,21.812
21.57,121.24,21.822
21.57,121.25,21.836
21.57,121.26,21.854
21.57,121.27,21.878
21.57,121.28,21.908
21.57,121.29,21.945
21.57,121.3,21.988
21.57,121.31,22.038
21.57,121.32,22.095
21.57,121.33,22.158
21.57,121.34,22.227
21.57,121.35,22.301
21.57,121.36,22.381
21.57,121.37,22.465
21.57,121.38,22.554
21.57,121.39,22.648
21.57,121.4,22.745
21.57,121.41,22.847
21.57,121.42,22.954
21.57,121.43,23.064
21.57,121.44,23.18
21.57,121.45,23.301
21.57,121.46,23.426
21.57,121.47,23.556
21.57,121.48,23.69
21.57,121.49,23.827
21.57,121.5,23.967
21.57,121.51,24.108
21.57,121.52,24.249
21.57,121.53,24.388
21.57,121.54,24.522
21.57,121.55,24.651
21.57,121.56,24.771
21.57,121.57,24.881
21.57,121.58,24.979
21.57,121.59,25.065
21.57,121.6,25.135
21.57,121.61,25.191
21.57,121.62,25.232
21.57,121.63,25.258
21.57,121.64,25.269
21.57,121.65,25.267
21.57,121.66,25.252
21.57,121.67,25.228
21.57,121.68,25.194
21.57,121.69,25.153
21.57,121.7,25.106
21.57,121.71,25.055
21.57,121.72,25.001
21.57,121.73,24.946
21.57,121.74,24.889
21.57,121.75,24.833
21.57,121.76,24.776
21.57,121.77,24.721
21.57,121.78,24.665
21.57,121.79,24.611
21.57,121.8,24.557
21.57,121.81,24.504
21.57,121.82,24.451
21.57,121.83,24.4
21.57,121.84,24.349
21.57,121.85,24.3
21.57,121.86,24.253
21.57,121.87,24.209
21.57,121.88,24.167
21.57,121.89,24.128
21.57,121.9,24.092
21.57,121.91,24.06
21.57,121.92,24.03
21.57,121.93,24.004
21.57,121.94,23.98
21.57,121.95,23.959
21.57,121.96,23.939
21.57,121.97,23.921
21.57,121.98,23.902
21.57,121.99,23.884
21.57,122,23.865
21.57,122.01,23.845
21.57,122.02,23.824
21.57,122.03,23.802
21.57,122.04,23.779
21.57,122.05,23.755
21.57,122.06,23.731
21.57,122.07,23.708
21.57,122.08,23.685
21.57,122.09,23.663
21.57,122.1,23.643
21.57,122.11,23.626
21.57,122.12,23.612
21.57,122.13,23.6
21.57,122.14,23.592
21.57,122.15,23.587
21.57,122.16,23.586
21.57,122.17,23.588
21.57,122.18,23.593
21.57,122.19,23.602
21.57,122.2,23.613
21.57,122.21,23.627
21.57,122.22,23.643
21.57,122.23,23.662
21.57,122.24,23.683
21.57,122.25,23.707
21.57,122.26,23.732
21.57,122.27,23.76
21.57,122.28,23.789
21.57,122.29,23.821
21.57,122.3,23.854
21.57,122.31,23.889
21.57,122.32,23.925
21.57,122.33,23.963
21.57,122.34,24.001
21.57,122.35,24.04
21.57,122.36,24.08
21.57,122.37,24.12
21.57,122.38,24.159
21.57,122.39,24.199
21.57,122.4,24.239
21.57,122.41,24.278
21.57,122.42,24.316
21.57,122.43,24.355
21.57,122.44,24.392
21.57,122.45,24.43
21.57,122.46,24.467
21.57,122.47,24.503
21.57,122.48,24.539
21.57,122.49,24.574
21.57,122.5,24.609
21.58,119.5,17.681
21.58,119.51,17.683
21.58,119.52,17.685
21.58,119.53,17.687
21.58,119.54,17.688
21.58,119.55,17.689
21.58,119.56,17.691
21.58,119.57,17.693
21.58,119.58,17.695
21.58,119.59,17.697
21.58,119.6,17.7
21.58,119.61,17.704
21.58,119.62,17.709
21.58,119.63,17.714
21.58,119.64,17.72
21.58,119.65,17.726
21.58,119.66,17.734
21.58,119.67,17.743
21.58,119.68,17.752
21.58,119.69,17.762
21.58,119.7,17.773
21.58,119.71,17.784
21.58,119.72,17.796
21.58,119.73,17.808
21.58,119.74,17.821
21.58,119.75,17.834
21.58,119.76,17.846
21.58,119.77,17.859
21.58,119.78,17.871
21.58,119.79,17.882
21.58,119.8,17.893
21.58,119.81,17.903
21.58,119.82,17.913
21.58,119.83,17.923
21.58,119.84,17.931
21.58,119.85,17.94
21.58,119.86,17.949
21.58,119.87,17.958
21.58,119.88,17.967
21.58,119.89,17.978
21.58,119.9,17.989
21.58,119.91,18.001
21.58,119.92,18.014
21.58,119.93,18.029
21.58,119.94,18.045
21.58,119.95,18.062
21.58,119.96,18.081
21.58,119.97,18.1
21.58,119.98,18.12
21.58,119.99,18.14
21.58,120,18.161
21.58,120.01,18.182
21.58,120.02,18.202
21.58,120.03,18.223
21.58,120.04,18.243
21.58,120.05,18.263
21.58,120.06,18.283
21.58,120.07,18.302
21.58,120.08,18.322
21.58,120.09,18.342
21.58,120.1,18.362
21.58,120.11,18.383
21.58,120.12,18.404
21.58,120.13,18.427
21.58,120.14,18.45
21.58,120.15,18.474
21.58,120.16,18.499
21.58,120.17,18.525
21.58,120.18,18.552
21.58,120.19,18.58
21.58,120.2,18.608
21.58,120.21,18.638
21.58,120.22,18.668
21.58,120.23,18.698
21.58,120.24,18.73
21.58,120.25,18.762
21.58,120.26,18.795
21.58,120.27,18.828
21.58,120.28,18.863
21.58,120.29,18.898
21.58,120.3,18.935
21.58,120.31,18.972
21.58,120.32,19.01
21.58,120.33,19.049
21.58,120.34,19.088
21.58,120.35,19.127
21.58,120.36,19.166
21.58,120.37,19.205
21.58,120.38,19.242
21.58,120.39,19.278
21.58,120.4,19.313
21.58,120.41,19.345
21.58,120.42,19.375
21.58,120.43,19.402
21.58,120.44,19.427
21.58,120.45,19.449
21.58,120.46,19.469
21.58,120.47,19.487
21.58,120.48,19.503
21.58,120.49,19.517
21.58,120.5,19.532
21.58,120.51,19.545
21.58,120.52,19.56
21.58,120.53,19.575
21.58,120.54,19.593
21.58,120.55,19.612
21.58,120.56,19.633
21.58,120.57,19.657
21.58,120.58,19.684
21.58,120.59,19.714
21.58,120.6,19.746
21.58,120.61,19.78
21.58,120.62,19.816
21.58,120.63,19.854
21.58,120.64,19.892
21.58,120.65,19.932
21.58,120.66,19.972
21.58,120.67,20.012
21.58,120.68,20.051
21.58,120.69,20.091
21.58,120.7,20.13
21.58,120.71,20.168
21.58,120.72,20.207
21.58,120.73,20.245
21.58,120.74,20.283
21.58,120.75,20.322
21.58,120.76,20.362
21.58,120.77,20.402
21.58,120.78,20.443
21.58,120.79,20.484
21.58,120.8,20.527
21.58,120.81,20.57
21.58,120.82,20.613
21.58,120.83,20.657
21.58,120.84,20.7
21.58,120.85,20.743
21.58,120.86,20.785
21.58,120.87,20.825
21.58,120.88,20.864
21.58,120.89,20.901
21.58,120.9,20.936
21.58,120.91,20.969
21.58,120.92,21.001
21.58,120.93,21.031
21.58,120.94,21.06
21.58,120.95,21.088
21.58,120.96,21.117
21.58,120.97,21.145
21.58,120.98,21.174
21.58,120.99,21.204
21.58,121,21.236
21.58,121.01,21.27
21.58,121.02,21.305
21.58,121.03,21.342
21.58,121.04,21.38
21.58,121.05,21.42
21.58,121.06,21.46
21.58,121.07,21.501
21.58,121.08,21.541
21.58,121.09,21.579
21.58,121.1,21.616
21.58,121.11,21.649
21.58,121.12,21.68
21.58,121.13,21.707
21.58,121.14,21.73
21.58,121.15,21.748
21.58,121.16,21.763
21.58,121.17,21.774
21.58,121.18,21.782
21.58,121.19,21.788
21.58,121.2,21.792
21.58,121.21,21.796
21.58,121.22,21.8
21.58,121.23,21.806
21.58,121.24,21.815
21.58,121.25,21.828
21.58,121.26,21.846
21.58,121.27,21.869
21.58,121.28,21.899
21.58,121.29,21.935
21.58,121.3,21.978
21.58,121.31,22.028
21.58,121.32,22.085
21.58,121.33,22.148
21.58,121.34,22.217
21.58,121.35,22.292
21.58,121.36,22.372
21.58,121.37,22.457
21.58,121.38,22.546
21.58,121.39,22.639
21.58,121.4,22.737
21.58,121.41,22.839
21.58,121.42,22.945
21.58,121.43,23.056
21.58,121.44,23.172
21.58,121.45,23.293
21.58,121.46,23.418
21.58,121.47,23.548
21.58,121.48,23.682
21.58,121.49,23.82
21.58,121.5,23.96
21.58,121.51,24.101
21.58,121.52,24.241
21.58,121.53,24.379
21.58,121.54,24.513
21.58,121.55,24.641
21.58,121.56,24.761
21.58,121.57,24.87
21.58,121.58,24.968
21.58,121.59,25.052
21.58,121.6,25.122
21.58,121.61,25.177
21.58,121.62,25.216
21.58,121.63,25.241
21.58,121.64,25.251
21.58,121.65,25.248
21.58,121.66,25.233
21.58,121.67,25.208
21.58,121.68,25.174
21.58,121.69,25.132
21.58,121.7,25.085
21.58,121.71,25.034
21.58,121.72,24.98
21.58,121.73,24.924
21.58,121.74,24.867
21.58,121.75,24.81
21.58,121.76,24.753
21.58,121.77,24.697
21.58,121.78,24.641
21.58,121.79,24.585
21.58,121.8,24.53
21.58,121.81,24.476
21.58,121.82,24.423
21.58,121.83,24.37
21.58,121.84,24.319
21.58,121.85,24.269
21.58,121.86,24.221
21.58,121.87,24.175
21.58,121.88,24.132
21.58,121.89,24.093
21.58,121.9,24.056
21.58,121.91,24.023
21.58,121.92,23.993
21.58,121.93,23.966
21.58,121.94,23.941
21.58,121.95,23.919
21.58,121.96,23.898
21.58,121.97,23.878
21.58,121.98,23.859
21.58,121.99,23.84
21.58,122,23.82
21.58,122.01,23.799
21.58,122.02,23.777
21.58,122.03,23.754
21.58,122.04,23.731
21.58,122.05,23.707
21.58,122.06,23.682
21.58,122.07,23.659
21.58,122.08,23.636
21.58,122.09,23.615
21.58,122.1,23.596
21.58,122.11,23.58
21.58,122.12,23.566
21.58,122.13,23.556
21.58,122.14,23.55
21.58,122.15,23.547
21.58,122.16,23.547
21.58,122.17,23.551
21.58,122.18,23.558
21.58,122.19,23.568
21.58,122.2,23.581
21.58,122.21,23.597
21.58,122.22,23.615
21.58,122.23,23.635
21.58,122.24,23.658
21.58,122.25,23.682
21.58,122.26,23.709
21.58,122.27,23.738
21.58,122.28,23.768
21.58,122.29,23.801
21.58,122.3,23.835
21.58,122.31,23.871
21.58,122.32,23.908
21.58,122.33,23.946
21.58,122.34,23.985
21.58,122.35,24.024
21.58,122.36,24.065
21.58,122.37,24.105
21.58,122.38,24.145
21.58,122.39,24.185
21.58,122.4,24.225
21.58,122.41,24.265
21.58,122.42,24.304
21.58,122.43,24.343
21.58,122.44,24.381
21.58,122.45,24.418
21.58,122.46,24.455
21.58,122.47,24.492
21.58,122.48,24.528
21.58,122.49,24.563
21.58,122.5,24.597
21.59,119.5,17.69
21.59,119.51,17.693
21.59,119.52,17.695
21.59,119.53,17.697
21.59,119.54,17.699
21.59,119.55,17.701
21.59,119.56,17.703
21.59,119.57,17.706
21.59,119.58,17.708
21.59,119.59,17.711
21.59,119.6,17.714
21.59,119.61,17.718
21.59,119.62,17.722
21.59,119.63,17.728
21.59,119.64,17.734
21.59,119.65,17.741
21.59,119.66,17.749
21.59,119.67,17.757
21.59,119.68,17.767
21.59,119.69,17.777
21.59,119.7,17.788
21.59,119.71,17.8
21.59,119.72,17.812
21.59,119.73,17.825
21.59,119.74,17.838
21.59,119.75,17.85
21.59,119.76,17.863
21.59,119.77,17.875
21.59,119.78,17.887
21.59,119.79,17.899
21.59,119.8,17.91
21.59,119.81,17.92
21.59,119.82,17.93
21.59,119.83,17.939
21.59,119.84,17.948
21.59,119.85,17.957
21.59,119.86,17.966
21.59,119.87,17.975
21.59,119.88,17.984
21.59,119.89,17.995
21.59,119.9,18.006
21.59,119.91,18.018
21.59,119.92,18.032
21.59,119.93,18.046
21.59,119.94,18.062
21.59,119.95,18.079
21.59,119.96,18.097
21.59,119.97,18.116
21.59,119.98,18.135
21.59,119.99,18.155
21.59,120,18.175
21.59,120.01,18.196
21.59,120.02,18.216
21.59,120.03,18.236
21.59,120.04,18.256
21.59,120.05,18.276
21.59,120.06,18.296
21.59,120.07,18.316
21.59,120.08,18.337
21.59,120.09,18.357
21.59,120.1,18.378
21.59,120.11,18.4
21.59,120.12,18.422
21.59,120.13,18.445
21.59,120.14,18.469
21.59,120.15,18.493
21.59,120.16,18.518
21.59,120.17,18.545
21.59,120.18,18.571
21.59,120.19,18.599
21.59,120.2,18.627
21.59,120.21,18.656
21.59,120.22,18.685
21.59,120.23,18.715
21.59,120.24,18.746
21.59,120.25,18.777
21.59,120.26,18.81
21.59,120.27,18.843
21.59,120.28,18.877
21.59,120.29,18.913
21.59,120.3,18.949
21.59,120.31,18.986
21.59,120.32,19.025
21.59,120.33,19.064
21.59,120.34,19.103
21.59,120.35,19.142
21.59,120.36,19.181
21.59,120.37,19.22
21.59,120.38,19.257
21.59,120.39,19.293
21.59,120.4,19.327
21.59,120.41,19.359
21.59,120.42,19.389
21.59,120.43,19.416
21.59,120.44,19.441
21.59,120.45,19.463
21.59,120.46,19.483
21.59,120.47,19.501
21.59,120.48,19.517
21.59,120.49,19.532
21.59,120.5,19.547
21.59,120.51,19.561
21.59,120.52,19.576
21.59,120.53,19.592
21.59,120.54,19.609
21.59,120.55,19.628
21.59,120.56,19.649
21.59,120.57,19.672
21.59,120.58,19.698
21.59,120.59,19.726
21.59,120.6,19.756
21.59,120.61,19.789
21.59,120.62,19.823
21.59,120.63,19.859
21.59,120.64,19.896
21.59,120.65,19.934
21.59,120.66,19.972
21.59,120.67,20.011
21.59,120.68,20.049
21.59,120.69,20.088
21.59,120.7,20.126
21.59,120.71,20.165
21.59,120.72,20.203
21.59,120.73,20.242
21.59,120.74,20.28
21.59,120.75,20.319
21.59,120.76,20.359
21.59,120.77,20.4
21.59,120.78,20.441
21.59,120.79,20.483
21.59,120.8,20.526
21.59,120.81,20.569
21.59,120.82,20.613
21.59,120.83,20.657
21.59,120.84,20.701
21.59,120.85,20.744
21.59,120.86,20.786
21.59,120.87,20.827
21.59,120.88,20.867
21.59,120.89,20.905
21.59,120.9,20.941
21.59,120.91,20.976
21.59,120.92,21.008
21.59,120.93,21.04
21.59,120.94,21.07
21.59,120.95,21.099
21.59,120.96,21.128
21.59,120.97,21.157
21.59,120.98,21.187
21.59,120.99,21.218
21.59,121,21.249
21.59,121.01,21.283
21.59,121.02,21.318
21.59,121.03,21.354
21.59,121.04,21.392
21.59,121.05,21.431
21.59,121.06,21.47
21.59,121.07,21.51
21.59,121.08,21.549
21.59,121.09,21.586
21.59,121.1,21.622
21.59,121.11,21.655
21.59,121.12,21.684
21.59,121.13,21.71
21.59,121.14,21.732
21.59,121.15,21.75
21.59,121.16,21.764
21.59,121.17,21.774
21.59,121.18,21.781
21.59,121.19,21.786
21.59,121.2,21.789
21.59,121.21,21.792
21.59,121.22,21.795
21.59,121.23,21.801
21.59,121.24,21.809
21.59,121.25,21.822
21.59,121.26,21.839
21.59,121.27,21.862
21.59,121.28,21.892
21.59,121.29,21.928
21.59,121.3,21.971
21.59,121.31,22.021
21.59,121.32,22.078
21.59,121.33,22.141
21.59,121.34,22.21
21.59,121.35,22.285
21.59,121.36,22.365
21.59,121.37,22.45
21.59,121.38,22.539
21.59,121.39,22.632
21.59,121.4,22.73
21.59,121.41,22.832
21.59,121.42,22.939
21.59,121.43,23.049
21.59,121.44,23.165
21.59,121.45,23.285
21.59,121.46,23.411
21.59,121.47,23.54
21.59,121.48,23.674
21.59,121.49,23.811
21.59,121.5,23.951
21.59,121.51,24.092
21.59,121.52,24.231
21.59,121.53,24.369
21.59,121.54,24.502
21.59,121.55,24.629
21.59,121.56,24.748
21.59,121.57,24.856
21.59,121.58,24.952
21.59,121.59,25.035
21.59,121.6,25.104
21.59,121.61,25.158
21.59,121.62,25.196
21.59,121.63,25.22
21.59,121.64,25.23
21.59,121.65,25.226
21.59,121.66,25.211
21.59,121.67,25.185
21.59,121.68,25.15
21.59,121.69,25.108
21.59,121.7,25.061
21.59,121.71,25.01
21.59,121.72,24.956
21.59,121.73,24.9
21.59,121.74,24.843
21.59,121.75,24.785
21.59,121.76,24.728
21.59,121.77,24.671
21.59,121.78,24.615
21.59,121.79,24.559
21.59,121.8,24.503
21.59,121.81,24.448
21.59,121.82,24.394
21.59,121.83,24.34
21.59,121.84,24.288
21.59,121.85,24.237
21.59,121.86,24.188
21.59,121.87,24.142
21.59,121.88,24.098
21.59,121.89,24.058
21.59,121.9,24.02
21.59,121.91,23.986
21.59,121.92,23.955
21.59,121.93,23.927
21.59,121.94,23.901
21.59,121.95,23.878
21.59,121.96,23.856
21.59,121.97,23.836
21.59,121.98,23.815
21.59,121.99,23.795
21.59,122,23.774
21.59,122.01,23.752
21.59,122.02,23.729
21.59,122.03,23.706
21.59,122.04,23.682
21.59,122.05,23.658
21.59,122.06,23.634
21.59,122.07,23.61
21.59,122.08,23.588
21.59,122.09,23.568
21.59,122.1,23.55
21.59,122.11,23.535
21.59,122.12,23.523
21.59,122.13,23.514
21.59,122.14,23.509
21.59,122.15,23.508
21.59,122.16,23.51
21.59,122.17,23.516
21.59,122.18,23.525
21.59,122.19,23.536
21.59,122.2,23.551
21.59,122.21,23.568
21.59,122.22,23.587
21.59,122.23,23.609
21.59,122.24,23.633
21.59,122.25,23.659
21.59,122.26,23.686
21.59,122.27,23.716
21.59,122.28,23.748
21.59,122.29,23.781
21.59,122.3,23.816
21.59,122.31,23.852
21.59,122.32,23.89
21.59,122.33,23.929
21.59,122.34,23.968
21.59,122.35,24.009
21.59,122.36,24.049
21.59,122.37,24.09
21.59,122.38,24.131
21.59,122.39,24.172
21.59,122.4,24.212
21.59,122.41,24.252
21.59,122.42,24.292
21.59,122.43,24.331
21.59,122.44,24.369
21.59,122.45,24.407
21.59,122.46,24.444
21.59,122.47,24.481
21.59,122.48,24.517
21.59,122.49,24.552
21.59,122.5,24.586
21.6,119.5,17.698
21.6,119.51,17.702
21.6,119.52,17.705
21.6,119.53,17.708
21.6,119.54,17.711
21.6,119.55,17.713
21.6,119.56,17.716
21.6,119.57,17.719
21.6,119.58,17.721
21.6,119.59,17.724
21.6,119.6,17.728
21.6,119.61,17.732
21.6,119.62,17.737
21.6,119.63,17.742
21.6,119.64,17.748
21.6,119.65,17.756
21.6,119.66,17.764
21.6,119.67,17.772
21.6,119.68,17.782
21.6,119.69,17.793
21.6,119.7,17.804
21.6,119.71,17.816
21.6,119.72,17.828
21.6,119.73,17.841
21.6,119.74,17.854
21.6,119.75,17.867
21.6,119.76,17.88
21.6,119.77,17.892
21.6,119.78,17.904
21.6,119.79,17.916
21.6,119.8,17.927
21.6,119.81,17.937
21.6,119.82,17.947
21.6,119.83,17.956
21.6,119.84,17.965
21.6,119.85,17.974
21.6,119.86,17.983
21.6,119.87,17.992
21.6,119.88,18.002
21.6,119.89,18.013
21.6,119.9,18.024
21.6,119.91,18.037
21.6,119.92,18.05
21.6,119.93,18.065
21.6,119.94,18.08
21.6,119.95,18.097
21.6,119.96,18.115
21.6,119.97,18.133
21.6,119.98,18.152
21.6,119.99,18.171
21.6,120,18.191
21.6,120.01,18.211
21.6,120.02,18.231
21.6,120.03,18.251
21.6,120.04,18.271
21.6,120.05,18.291
21.6,120.06,18.311
21.6,120.07,18.331
21.6,120.08,18.352
21.6,120.09,18.374
21.6,120.1,18.395
21.6,120.11,18.418
21.6,120.12,18.441
21.6,120.13,18.464
21.6,120.14,18.489
21.6,120.15,18.514
21.6,120.16,18.539
21.6,120.17,18.565
21.6,120.18,18.592
21.6,120.19,18.619
21.6,120.2,18.646
21.6,120.21,18.674
21.6,120.22,18.703
21.6,120.23,18.732
21.6,120.24,18.762
21.6,120.25,18.793
21.6,120.26,18.825
21.6,120.27,18.858
21.6,120.28,18.892
21.6,120.29,18.927
21.6,120.3,18.963
21.6,120.31,19.001
21.6,120.32,19.039
21.6,120.33,19.078
21.6,120.34,19.118
21.6,120.35,19.157
21.6,120.36,19.196
21.6,120.37,19.235
21.6,120.38,19.272
21.6,120.39,19.308
21.6,120.4,19.342
21.6,120.41,19.374
21.6,120.42,19.404
21.6,120.43,19.431
21.6,120.44,19.455
21.6,120.45,19.478
21.6,120.46,19.498
21.6,120.47,19.516
21.6,120.48,19.532
21.6,120.49,19.548
21.6,120.5,19.563
21.6,120.51,19.577
21.6,120.52,19.592
21.6,120.53,19.608
21.6,120.54,19.625
21.6,120.55,19.644
21.6,120.56,19.664
21.6,120.57,19.687
21.6,120.58,19.712
21.6,120.59,19.739
21.6,120.6,19.768
21.6,120.61,19.798
21.6,120.62,19.831
21.6,120.63,19.865
21.6,120.64,19.9
21.6,120.65,19.937
21.6,120.66,19.974
21.6,120.67,20.011
21.6,120.68,20.049
21.6,120.69,20.087
21.6,120.7,20.125
21.6,120.71,20.163
21.6,120.72,20.202
21.6,120.73,20.24
21.6,120.74,20.279
21.6,120.75,20.319
21.6,120.76,20.359
21.6,120.77,20.4
21.6,120.78,20.441
21.6,120.79,20.484
21.6,120.8,20.527
21.6,120.81,20.571
21.6,120.82,20.615
21.6,120.83,20.659
21.6,120.84,20.704
21.6,120.85,20.747
21.6,120.86,20.79
21.6,120.87,20.832
21.6,120.88,20.873
21.6,120.89,20.911
21.6,120.9,20.949
21.6,120.91,20.984
21.6,120.92,21.018
21.6,120.93,21.05
21.6,120.94,21.082
21.6,120.95,21.112
21.6,120.96,21.141
21.6,120.97,21.171
21.6,120.98,21.201
21.6,120.99,21.232
21.6,121,21.263
21.6,121.01,21.296
21.6,121.02,21.331
21.6,121.03,21.366
21.6,121.04,21.403
21.6,121.05,21.441
21.6,121.06,21.48
21.6,121.07,21.518
21.6,121.08,21.556
21.6,121.09,21.592
21.6,121.1,21.627
21.6,121.11,21.659
21.6,121.12,21.688
21.6,121.13,21.713
21.6,121.14,21.734
21.6,121.15,21.751
21.6,121.16,21.764
21.6,121.17,21.774
21.6,121.18,21.78
21.6,121.19,21.784
21.6,121.2,21.787
21.6,121.21,21.789
21.6,121.22,21.792
21.6,121.23,21.797
21.6,121.24,21.805
21.6,121.25,21.817
21.6,121.26,21.834
21.6,121.27,21.856
21.6,121.28,21.886
21.6,121.29,21.922
21.6,121.3,21.965
21.6,121.31,22.015
21.6,121.32,22.072
21.6,121.33,22.135
21.6,121.34,22.204
21.6,121.35,22.279
21.6,121.36,22.359
21.6,121.37,22.444
21.6,121.38,22.533
21.6,121.39,22.627
21.6,121.4,22.724
21.6,121.41,22.826
21.6,121.42,22.932
21.6,121.43,23.043
21.6,121.44,23.158
21.6,121.45,23.279
21.6,121.46,23.404
21.6,121.47,23.533
21.6,121.48,23.666
21.6,121.49,23.803
21.6,121.5,23.942
21.6,121.51,24.082
21.6,121.52,24.221
21.6,121.53,24.357
21.6,121.54,24.489
21.6,121.55,24.615
21.6,121.56,24.732
21.6,121.57,24.839
21.6,121.58,24.934
21.6,121.59,25.016
21.6,121.6,25.083
21.6,121.61,25.136
21.6,121.62,25.173
21.6,121.63,25.196
21.6,121.64,25.205
21.6,121.65,25.2
21.6,121.66,25.184
21.6,121.67,25.158
21.6,121.68,25.123
21.6,121.69,25.081
21.6,121.7,25.034
21.6,121.71,24.983
21.6,121.72,24.929
21.6,121.73,24.873
21.6,121.74,24.816
21.6,121.75,24.758
21.6,121.76,24.701
21.6,121.77,24.644
21.6,121.78,24.587
21.6,121.79,24.53
21.6,121.8,24.474
21.6,121.81,24.418
21.6,121.82,24.363
21.6,121.83,24.309
21.6,121.84,24.256
21.6,121.85,24.205
21.6,121.86,24.155
21.6,121.87,24.108
21.6,121.88,24.064
21.6,121.89,24.022
21.6,121.9,23.984
21.6,121.91,23.949
21.6,121.92,23.917
21.6,121.93,23.888
21.6,121.94,23.861
21.6,121.95,23.836
21.6,121.96,23.814
21.6,121.97,23.792
21.6,121.98,23.77
21.6,121.99,23.748
21.6,122,23.727
21.6,122.01,23.704
21.6,122.02,23.681
21.6,122.03,23.657
21.6,122.04,23.633
21.6,122.05,23.609
21.6,122.06,23.585
21.6,122.07,23.562
21.6,122.08,23.541
21.6,122.09,23.521
21.6,122.1,23.505
21.6,122.11,23.491
21.6,122.12,23.481
21.6,122.13,23.474
21.6,122.14,23.471
21.6,122.15,23.471
21.6,122.16,23.475
21.6,122.17,23.482
21.6,122.18,23.492
21.6,122.19,23.506
21.6,122.2,23.522
21.6,122.21,23.54
21.6,122.22,23.561
21.6,122.23,23.584
21.6,122.24,23.609
21.6,122.25,23.635
21.6,122.26,23.664
21.6,122.27,23.695
21.6,122.28,23.727
21.6,122.29,23.762
21.6,122.3,23.797
21.6,122.31,23.834
21.6,122.32,23.873
21.6,122.33,23.912
21.6,122.34,23.952
21.6,122.35,23.993
21.6,122.36,24.034
21.6,122.37,24.076
21.6,122.38,24.117
21.6,122.39,24.158
21.6,122.4,24.199
21.6,122.41,24.239
21.6,122.42,24.279
21.6,122.43,24.319
21.6,122.44,24.357
21.6,122.45,24.395
21.6,122.46,24.433
21.6,122.47,24.469
21.6,122.48,24.505
21.6,122.49,24.54
21.6,122.5,24.574
21.61,119.5,17.706
21.61,119.51,17.711
21.61,119.52,17.715
21.61,119.53,17.718
21.61,119.54,17.722
21.61,119.55,17.725
21.61,119.56,17.728
21.61,119.57,17.731
21.61,119.58,17.735
21.61,119.59,17.738
21.61,119.6,17.742
21.61,119.61,17.746
21.61,119.62,17.751
21.61,119.63,17.757
21.61,119.64,17.763
21.61,119.65,17.771
21.61,119.66,17.779
21.61,119.67,17.788
21.61,119.68,17.798
21.61,119.69,17.809
21.61,119.7,17.82
21.61,119.71,17.832
21.61,119.72,17.845
21.61,119.73,17.858
21.61,119.74,17.871
21.61,119.75,17.884
21.61,119.76,17.897
21.61,119.77,17.909
21.61,119.78,17.921
21.61,119.79,17.932
21.61,119.8,17.943
21.61,119.81,17.954
21.61,119.82,17.963
21.61,119.83,17.973
21.61,119.84,17.982
21.61,119.85,17.991
21.61,119.86,18
21.61,119.87,18.01
21.61,119.88,18.02
21.61,119.89,18.031
21.61,119.9,18.043
21.61,119.91,18.056
21.61,119.92,18.069
21.61,119.93,18.084
21.61,119.94,18.1
21.61,119.95,18.116
21.61,119.96,18.133
21.61,119.97,18.151
21.61,119.98,18.17
21.61,119.99,18.188
21.61,120,18.207
21.61,120.01,18.227
21.61,120.02,18.246
21.61,120.03,18.266
21.61,120.04,18.286
21.61,120.05,18.306
21.61,120.06,18.326
21.61,120.07,18.347
21.61,120.08,18.369
21.61,120.09,18.391
21.61,120.1,18.414
21.61,120.11,18.437
21.61,120.12,18.461
21.61,120.13,18.485
21.61,120.14,18.51
21.61,120.15,18.535
21.61,120.16,18.561
21.61,120.17,18.587
21.61,120.18,18.613
21.61,120.19,18.64
21.61,120.2,18.667
21.61,120.21,18.694
21.61,120.22,18.722
21.61,120.23,18.75
21.61,120.24,18.779
21.61,120.25,18.809
21.61,120.26,18.84
21.61,120.27,18.872
21.61,120.28,18.906
21.61,120.29,18.941
21.61,120.3,18.977
21.61,120.31,19.015
21.61,120.32,19.053
21.61,120.33,19.093
21.61,120.34,19.132
21.61,120.35,19.172
21.61,120.36,19.211
21.61,120.37,19.25
21.61,120.38,19.287
21.61,120.39,19.323
21.61,120.4,19.357
21.61,120.41,19.389
21.61,120.42,19.418
21.61,120.43,19.445
21.61,120.44,19.47
21.61,120.45,19.492
21.61,120.46,19.513
21.61,120.47,19.531
21.61,120.48,19.548
21.61,120.49,19.564
21.61,120.5,19.579
21.61,120.51,19.594
21.61,120.52,19.609
21.61,120.53,19.625
21.61,120.54,19.642
21.61,120.55,19.661
21.61,120.56,19.681
21.61,120.57,19.702
21.61,120.58,19.726
21.61,120.59,19.752
21.61,120.6,19.779
21.61,120.61,19.809
21.61,120.62,19.84
21.61,120.63,19.872
21.61,120.64,19.906
21.61,120.65,19.941
21.61,120.66,19.977
21.61,120.67,20.013
21.61,120.68,20.05
21.61,120.69,20.088
21.61,120.7,20.126
21.61,120.71,20.164
21.61,120.72,20.202
21.61,120.73,20.241
21.61,120.74,20.281
21.61,120.75,20.321
21.61,120.76,20.361
21.61,120.77,20.403
21.61,120.78,20.445
21.61,120.79,20.488
21.61,120.8,20.531
21.61,120.81,20.575
21.61,120.82,20.62
21.61,120.83,20.665
21.61,120.84,20.709
