lat,lon,h
21.61,120.85,20.753
21.61,120.86,20.797
21.61,120.87,20.839
21.61,120.88,20.88
21.61,120.89,20.92
21.61,120.9,20.958
21.61,120.91,20.995
21.61,120.92,21.03
21.61,120.93,21.063
21.61,120.94,21.095
21.61,120.95,21.126
21.61,120.96,21.156
21.61,120.97,21.186
21.61,120.98,21.216
21.61,120.99,21.246
21.61,121,21.278
21.61,121.01,21.31
21.61,121.02,21.344
21.61,121.03,21.378
21.61,121.04,21.414
21.61,121.05,21.451
21.61,121.06,21.489
21.61,121.07,21.526
21.61,121.08,21.563
21.61,121.09,21.598
21.61,121.1,21.632
21.61,121.11,21.663
21.61,121.12,21.691
21.61,121.13,21.715
21.61,121.14,21.735
21.61,121.15,21.752
21.61,121.16,21.764
21.61,121.17,21.773
21.61,121.18,21.779
21.61,121.19,21.783
21.61,121.2,21.785
21.61,121.21,21.787
21.61,121.22,21.789
21.61,121.23,21.793
21.61,121.24,21.801
21.61,121.25,21.813
21.61,121.26,21.829
21.61,121.27,21.852
21.61,121.28,21.881
21.61,121.29,21.917
21.61,121.3,21.96
21.61,121.31,22.01
21.61,121.32,22.067
21.61,121.33,22.13
21.61,121.34,22.199
21.61,121.35,22.274
21.61,121.36,22.354
21.61,121.37,22.439
21.61,121.38,22.528
21.61,121.39,22.621
21.61,121.4,22.719
21.61,121.41,22.821
21.61,121.42,22.927
21.61,121.43,23.037
21.61,121.44,23.153
21.61,121.45,23.272
21.61,121.46,23.397
21.61,121.47,23.526
21.61,121.48,23.659
21.61,121.49,23.795
21.61,121.5,23.933
21.61,121.51,24.071
21.61,121.52,24.209
21.61,121.53,24.345
21.61,121.54,24.475
21.61,121.55,24.599
21.61,121.56,24.715
21.61,121.57,24.82
21.61,121.58,24.914
21.61,121.59,24.994
21.61,121.6,25.06
21.61,121.61,25.111
21.61,121.62,25.147
21.61,121.63,25.169
21.61,121.64,25.177
21.61,121.65,25.172
21.61,121.66,25.155
21.61,121.67,25.128
21.61,121.68,25.093
21.61,121.69,25.051
21.61,121.7,25.004
21.61,121.71,24.953
21.61,121.72,24.898
21.61,121.73,24.843
21.61,121.74,24.786
21.61,121.75,24.728
21.61,121.76,24.671
21.61,121.77,24.613
21.61,121.78,24.556
21.61,121.79,24.499
21.61,121.8,24.443
21.61,121.81,24.386
21.61,121.82,24.331
21.61,121.83,24.276
21.61,121.84,24.223
21.61,121.85,24.171
21.61,121.86,24.121
21.61,121.87,24.073
21.61,121.88,24.028
21.61,121.89,23.986
21.61,121.9,23.947
21.61,121.91,23.911
21.61,121.92,23.878
21.61,121.93,23.847
21.61,121.94,23.82
21.61,121.95,23.794
21.61,121.96,23.77
21.61,121.97,23.747
21.61,121.98,23.724
21.61,121.99,23.701
21.61,122,23.678
21.61,122.01,23.655
21.61,122.02,23.631
21.61,122.03,23.607
21.61,122.04,23.583
21.61,122.05,23.559
21.61,122.06,23.536
21.61,122.07,23.514
21.61,122.08,23.494
21.61,122.09,23.476
21.61,122.1,23.461
21.61,122.11,23.449
21.61,122.12,23.44
21.61,122.13,23.435
21.61,122.14,23.434
21.61,122.15,23.436
21.61,122.16,23.441
21.61,122.17,23.45
21.61,122.18,23.462
21.61,122.19,23.476
21.61,122.2,23.494
21.61,122.21,23.513
21.61,122.22,23.535
21.61,122.23,23.559
21.61,122.24,23.585
21.61,122.25,23.613
21.61,122.26,23.643
21.61,122.27,23.674
21.61,122.28,23.708
21.61,122.29,23.742
21.61,122.3,23.779
21.61,122.31,23.817
21.61,122.32,23.856
21.61,122.33,23.896
21.61,122.34,23.937
21.61,122.35,23.978
21.61,122.36,24.02
21.61,122.37,24.061
21.61,122.38,24.103
21.61,122.39,24.145
21.61,122.4,24.186
21.61,122.41,24.227
21.61,122.42,24.267
21.61,122.43,24.307
21.61,122.44,24.346
21.61,122.45,24.384
21.61,122.46,24.421
21.61,122.47,24.458
21.61,122.48,24.494
21.61,122.49,24.528
21.61,122.5,24.562
21.62,119.5,17.714
21.62,119.51,17.719
21.62,119.52,17.724
21.62,119.53,17.728
21.62,119.54,17.732
21.62,119.55,17.736
21.62,119.56,17.74
21.62,119.57,17.744
21.62,119.58,17.748
21.62,119.59,17.752
21.62,119.6,17.756
21.62,119.61,17.761
21.62,119.62,17.766
21.62,119.63,17.772
21.62,119.64,17.778
21.62,119.65,17.786
21.62,119.66,17.794
21.62,119.67,17.804
21.62,119.68,17.814
21.62,119.69,17.825
21.62,119.7,17.836
21.62,119.71,17.849
21.62,119.72,17.861
21.62,119.73,17.874
21.62,119.74,17.887
21.62,119.75,17.901
21.62,119.76,17.913
21.62,119.77,17.926
21.62,119.78,17.938
21.62,119.79,17.949
21.62,119.8,17.96
21.62,119.81,17.97
21.62,119.82,17.98
21.62,119.83,17.99
21.62,119.84,18
21.62,119.85,18.009
21.62,119.86,18.019
21.62,119.87,18.029
21.62,119.88,18.04
21.62,119.89,18.051
21.62,119.9,18.063
21.62,119.91,18.076
21.62,119.92,18.09
21.62,119.93,18.105
21.62,119.94,18.12
21.62,119.95,18.136
21.62,119.96,18.153
21.62,119.97,18.171
21.62,119.98,18.188
21.62,119.99,18.207
21.62,120,18.225
21.62,120.01,18.244
21.62,120.02,18.263
21.62,120.03,18.282
21.62,120.04,18.302
21.62,120.05,18.322
21.62,120.06,18.343
21.62,120.07,18.365
21.62,120.08,18.387
21.62,120.09,18.41
21.62,120.1,18.433
21.62,120.11,18.457
21.62,120.12,18.482
21.62,120.13,18.507
21.62,120.14,18.533
21.62,120.15,18.558
21.62,120.16,18.584
21.62,120.17,18.61
21.62,120.18,18.636
21.62,120.19,18.662
21.62,120.2,18.688
21.62,120.21,18.714
21.62,120.22,18.741
21.62,120.23,18.768
21.62,120.24,18.796
21.62,120.25,18.825
21.62,120.26,18.856
21.62,120.27,18.887
21.62,120.28,18.921
21.62,120.29,18.955
21.62,120.3,18.991
21.62,120.31,19.029
21.62,120.32,19.068
21.62,120.33,19.107
21.62,120.34,19.147
21.62,120.35,19.187
21.62,120.36,19.226
21.62,120.37,19.265
21.62,120.38,19.303
21.62,120.39,19.338
21.62,120.4,19.372
21.62,120.41,19.404
21.62,120.42,19.433
21.62,120.43,19.46
21.62,120.44,19.485
21.62,120.45,19.507
21.62,120.46,19.528
21.62,120.47,19.546
21.62,120.48,19.564
21.62,120.49,19.58
21.62,120.5,19.595
21.62,120.51,19.611
21.62,120.52,19.626
21.62,120.53,19.642
21.62,120.54,19.659
21.62,120.55,19.677
21.62,120.56,19.697
21.62,120.57,19.718
21.62,120.58,19.74
21.62,120.59,19.765
21.62,120.6,19.791
21.62,120.61,19.819
21.62,120.62,19.849
21.62,120.63,19.88
21.62,120.64,19.913
21.62,120.65,19.947
21.62,120.66,19.981
21.62,120.67,20.017
21.62,120.68,20.054
21.62,120.69,20.091
21.62,120.7,20.128
21.62,120.71,20.167
21.62,120.72,20.206
21.62,120.73,20.245
21.62,120.74,20.285
21.62,120.75,20.326
21.62,120.76,20.367
21.62,120.77,20.409
21.62,120.78,20.451
21.62,120.79,20.495
21.62,120.8,20.539
21.62,120.81,20.583
21.62,120.82,20.628
21.62,120.83,20.673
21.62,120.84,20.718
21.62,120.85,20.762
21.62,120.86,20.806
21.62,120.87,20.849
21.62,120.88,20.891
21.62,120.89,20.931
21.62,120.9,20.97
21.62,120.91,21.007
21.62,120.92,21.043
21.62,120.93,21.077
21.62,120.94,21.109
21.62,120.95,21.141
21.62,120.96,21.171
21.62,120.97,21.201
21.62,120.98,21.231
21.62,120.99,21.261
21.62,121,21.292
21.62,121.01,21.324
21.62,121.02,21.356
21.62,121.03,21.39
21.62,121.04,21.425
21.62,121.05,21.461
21.62,121.06,21.497
21.62,121.07,21.533
21.62,121.08,21.568
21.62,121.09,21.603
21.62,121.1,21.635
21.62,121.11,21.665
21.62,121.12,21.692
21.62,121.13,21.716
21.62,121.14,21.736
21.62,121.15,21.752
21.62,121.16,21.764
21.62,121.17,21.772
21.62,121.18,21.778
21.62,121.19,21.781
21.62,121.2,21.783
21.62,121.21,21.784
21.62,121.22,21.787
21.62,121.23,21.791
21.62,121.24,21.798
21.62,121.25,21.809
21.62,121.26,21.826
21.62,121.27,21.848
21.62,121.28,21.877
21.62,121.29,21.913
21.62,121.3,21.956
21.62,121.31,22.005
21.62,121.32,22.062
21.62,121.33,22.125
21.62,121.34,22.194
21.62,121.35,22.269
21.62,121.36,22.349
21.62,121.37,22.434
21.62,121.38,22.523
21.62,121.39,22.617
21.62,121.4,22.714
21.62,121.41,22.816
21.62,121.42,22.922
21.62,121.43,23.033
21.62,121.44,23.148
21.62,121.45,23.267
21.62,121.46,23.391
21.62,121.47,23.52
21.62,121.48,23.652
21.62,121.49,23.787
21.62,121.5,23.924
21.62,121.51,24.061
21.62,121.52,24.198
21.62,121.53,24.332
21.62,121.54,24.461
21.62,121.55,24.583
21.62,121.56,24.697
21.62,121.57,24.8
21.62,121.58,24.892
21.62,121.59,24.97
21.62,121.6,25.034
21.62,121.61,25.084
21.62,121.62,25.119
21.62,121.63,25.139
21.62,121.64,25.146
21.62,121.65,25.14
21.62,121.66,25.123
21.62,121.67,25.096
21.62,121.68,25.061
21.62,121.69,25.018
21.62,121.7,24.971
21.62,121.71,24.919
21.62,121.72,24.865
21.62,121.73,24.809
21.62,121.74,24.752
21.62,121.75,24.695
21.62,121.76,24.637
21.62,121.77,24.579
21.62,121.78,24.522
21.62,121.79,24.465
21.62,121.8,24.408
21.62,121.81,24.352
21.62,121.82,24.296
21.62,121.83,24.241
21.62,121.84,24.188
21.62,121.85,24.135
21.62,121.86,24.085
21.62,121.87,24.037
21.62,121.88,23.991
21.62,121.89,23.948
21.62,121.9,23.908
21.62,121.91,23.871
21.62,121.92,23.837
21.62,121.93,23.806
21.62,121.94,23.777
21.62,121.95,23.75
21.62,121.96,23.725
21.62,121.97,23.7
21.62,121.98,23.677
21.62,121.99,23.653
21.62,122,23.629
21.62,122.01,23.605
21.62,122.02,23.581
21.62,122.03,23.557
21.62,122.04,23.533
21.62,122.05,23.51
21.62,122.06,23.488
21.62,122.07,23.467
21.62,122.08,23.448
21.62,122.09,23.432
21.62,122.1,23.418
21.62,122.11,23.408
21.62,122.12,23.401
21.62,122.13,23.398
21.62,122.14,23.398
21.62,122.15,23.402
21.62,122.16,23.409
21.62,122.17,23.419
21.62,122.18,23.433
21.62,122.19,23.448
21.62,122.2,23.467
21.62,122.21,23.488
21.62,122.22,23.511
21.62,122.23,23.536
21.62,122.24,23.563
21.62,122.25,23.591
21.62,122.26,23.622
21.62,122.27,23.654
21.62,122.28,23.688
21.62,122.29,23.724
21.62,122.3,23.761
21.62,122.31,23.799
21.62,122.32,23.839
21.62,122.33,23.88
21.62,122.34,23.921
21.62,122.35,23.963
21.62,122.36,24.005
21.62,122.37,24.047
21.62,122.38,24.09
21.62,122.39,24.132
21.62,122.4,24.173
21.62,122.41,24.214
21.62,122.42,24.255
21.62,122.43,24.295
21.62,122.44,24.334
21.62,122.45,24.372
21.62,122.46,24.41
21.62,122.47,24.446
21.62,122.48,24.482
21.62,122.49,24.516
21.62,122.5,24.549
21.63,119.5,17.721
21.63,119.51,17.727
21.63,119.52,17.732
21.63,119.53,17.738
21.63,119.54,17.743
21.63,119.55,17.747
21.63,119.56,17.752
21.63,119.57,17.756
21.63,119.58,17.76
21.63,119.59,17.765
21.63,119.6,17.769
21.63,119.61,17.775
21.63,119.62,17.78
21.63,119.63,17.786
21.63,119.64,17.793
21.63,119.65,17.801
21.63,119.66,17.81
21.63,119.67,17.819
21.63,119.68,17.83
21.63,119.69,17.841
21.63,119.7,17.853
21.63,119.71,17.865
21.63,119.72,17.878
21.63,119.73,17.891
21.63,119.74,17.904
21.63,119.75,17.917
21.63,119.76,17.93
21.63,119.77,17.943
21.63,119.78,17.955
21.63,119.79,17.966
21.63,119.8,17.977
21.63,119.81,17.988
21.63,119.82,17.998
21.63,119.83,18.008
21.63,119.84,18.018
21.63,119.85,18.027
21.63,119.86,18.038
21.63,119.87,18.048
21.63,119.88,18.06
21.63,119.89,18.071
21.63,119.9,18.084
21.63,119.91,18.097
21.63,119.92,18.112
21.63,119.93,18.126
21.63,119.94,18.142
21.63,119.95,18.158
21.63,119.96,18.174
21.63,119.97,18.191
21.63,119.98,18.209
21.63,119.99,18.226
21.63,120,18.244
21.63,120.01,18.262
21.63,120.02,18.281
21.63,120.03,18.3
21.63,120.04,18.319
21.63,120.05,18.34
21.63,120.06,18.361
21.63,120.07,18.383
21.63,120.08,18.406
21.63,120.09,18.429
21.63,120.1,18.454
21.63,120.11,18.479
21.63,120.12,18.504
21.63,120.13,18.53
21.63,120.14,18.556
21.63,120.15,18.582
21.63,120.16,18.608
21.63,120.17,18.634
21.63,120.18,18.659
21.63,120.19,18.684
21.63,120.2,18.71
21.63,120.21,18.735
21.63,120.22,18.76
21.63,120.23,18.787
21.63,120.24,18.814
21.63,120.25,18.842
21.63,120.26,18.871
21.63,120.27,18.902
21.63,120.28,18.935
21.63,120.29,18.969
21.63,120.3,19.005
21.63,120.31,19.043
21.63,120.32,19.082
21.63,120.33,19.121
21.63,120.34,19.162
21.63,120.35,19.202
21.63,120.36,19.242
21.63,120.37,19.28
21.63,120.38,19.318
21.63,120.39,19.354
21.63,120.4,19.388
21.63,120.41,19.42
21.63,120.42,19.449
21.63,120.43,19.476
21.63,120.44,19.501
21.63,120.45,19.523
21.63,120.46,19.543
21.63,120.47,19.562
21.63,120.48,19.58
21.63,120.49,19.596
21.63,120.5,19.612
21.63,120.51,19.627
21.63,120.52,19.643
21.63,120.53,19.659
21.63,120.54,19.675
21.63,120.55,19.693
21.63,120.56,19.712
21.63,120.57,19.733
21.63,120.58,19.755
21.63,120.59,19.778
21.63,120.6,19.803
21.63,120.61,19.83
21.63,120.62,19.859
21.63,120.63,19.889
21.63,120.64,19.92
21.63,120.65,19.953
21.63,120.66,19.987
21.63,120.67,20.023
21.63,120.68,20.059
21.63,120.69,20.096
21.63,120.7,20.134
21.63,120.71,20.173
21.63,120.72,20.212
21.63,120.73,20.252
21.63,120.74,20.293
21.63,120.75,20.334
21.63,120.76,20.376
21.63,120.77,20.418
21.63,120.78,20.461
21.63,120.79,20.505
21.63,120.8,20.549
21.63,120.81,20.594
21.63,120.82,20.639
21.63,120.83,20.684
21.63,120.84,20.729
21.63,120.85,20.774
21.63,120.86,20.819
21.63,120.87,20.862
21.63,120.88,20.904
21.63,120.89,20.945
21.63,120.9,20.984
21.63,120.91,21.022
21.63,120.92,21.058
21.63,120.93,21.093
21.63,120.94,21.125
21.63,120.95,21.157
21.63,120.96,21.187
21.63,120.97,21.217
21.63,120.98,21.247
21.63,120.99,21.276
21.63,121,21.306
21.63,121.01,21.337
21.63,121.02,21.368
21.63,121.03,21.401
21.63,121.04,21.434
21.63,121.05,21.469
21.63,121.06,21.503
21.63,121.07,21.538
21.63,121.08,21.573
21.63,121.09,21.606
21.63,121.1,21.638
21.63,121.11,21.667
21.63,121.12,21.693
21.63,121.13,21.716
21.63,121.14,21.736
21.63,121.15,21.751
21.63,121.16,21.763
21.63,121.17,21.771
21.63,121.18,21.776
21.63,121.19,21.779
21.63,121.2,21.781
21.63,121.21,21.782
21.63,121.22,21.784
21.63,121.23,21.788
21.63,121.24,21.795
21.63,121.25,21.806
21.63,121.26,21.822
21.63,121.27,21.844
21.63,121.28,21.873
21.63,121.29,21.909
21.63,121.3,21.951
21.63,121.31,22.001
21.63,121.32,22.057
21.63,121.33,22.12
21.63,121.34,22.189
21.63,121.35,22.264
21.63,121.36,22.344
21.63,121.37,22.429
21.63,121.38,22.518
21.63,121.39,22.612
21.63,121.4,22.71
21.63,121.41,22.812
21.63,121.42,22.918
21.63,121.43,23.029
21.63,121.44,23.144
21.63,121.45,23.263
21.63,121.46,23.387
21.63,121.47,23.515
21.63,121.48,23.646
21.63,121.49,23.78
21.63,121.5,23.916
21.63,121.51,24.053
21.63,121.52,24.188
21.63,121.53,24.32
21.63,121.54,24.447
21.63,121.55,24.567
21.63,121.56,24.679
21.63,121.57,24.78
21.63,121.58,24.87
21.63,121.59,24.946
21.63,121.6,25.008
21.63,121.61,25.056
21.63,121.62,25.089
21.63,121.63,25.109
21.63,121.64,25.114
21.63,121.65,25.107
21.63,121.66,25.089
21.63,121.67,25.062
21.63,121.68,25.026
21.63,121.69,24.983
21.63,121.7,24.935
21.63,121.71,24.883
21.63,121.72,24.829
21.63,121.73,24.773
21.63,121.74,24.716
21.63,121.75,24.658
21.63,121.76,24.6
21.63,121.77,24.542
21.63,121.78,24.485
21.63,121.79,24.427
21.63,121.8,24.37
21.63,121.81,24.314
21.63,121.82,24.258
21.63,121.83,24.203
21.63,121.84,24.149
21.63,121.85,24.097
21.63,121.86,24.046
21.63,121.87,23.998
21.63,121.88,23.952
21.63,121.89,23.909
21.63,121.9,23.868
21.63,121.91,23.831
21.63,121.92,23.796
21.63,121.93,23.763
21.63,121.94,23.733
21.63,121.95,23.705
21.63,121.96,23.679
21.63,121.97,23.653
21.63,121.98,23.628
21.63,121.99,23.604
21.63,122,23.579
21.63,122.01,23.555
21.63,122.02,23.531
21.63,122.03,23.507
21.63,122.04,23.483
21.63,122.05,23.461
21.63,122.06,23.44
21.63,122.07,23.42
21.63,122.08,23.403
21.63,122.09,23.388
21.63,122.1,23.376
21.63,122.11,23.368
21.63,122.12,23.363
21.63,122.13,23.362
21.63,122.14,23.364
21.63,122.15,23.369
21.63,122.16,23.378
21.63,122.17,23.39
21.63,122.18,23.405
21.63,122.19,23.422
21.63,122.2,23.441
21.63,122.21,23.463
21.63,122.22,23.487
21.63,122.23,23.513
21.63,122.24,23.541
21.63,122.25,23.57
21.63,122.26,23.602
21.63,122.27,23.635
21.63,122.28,23.669
21.63,122.29,23.706
21.63,122.3,23.744
21.63,122.31,23.783
21.63,122.32,23.823
21.63,122.33,23.864
21.63,122.34,23.906
21.63,122.35,23.948
21.63,122.36,23.991
21.63,122.37,24.034
21.63,122.38,24.076
21.63,122.39,24.118
21.63,122.4,24.16
21.63,122.41,24.202
21.63,122.42,24.242
21.63,122.43,24.283
21.63,122.44,24.322
21.63,122.45,24.36
21.63,122.46,24.398
21.63,122.47,24.434
21.63,122.48,24.47
21.63,122.49,24.504
21.63,122.5,24.536
21.64,119.5,17.728
21.64,119.51,17.735
21.64,119.52,17.741
21.64,119.53,17.747
21.64,119.54,17.752
21.64,119.55,17.757
21.64,119.56,17.762
21.64,119.57,17.767
21.64,119.58,17.772
21.64,119.59,17.777
21.64,119.6,17.783
21.64,119.61,17.788
21.64,119.62,17.794
21.64,119.63,17.801
21.64,119.64,17.808
21.64,119.65,17.816
21.64,119.66,17.825
21.64,119.67,17.835
21.64,119.68,17.846
21.64,119.69,17.857
21.64,119.7,17.869
21.64,119.71,17.882
21.64,119.72,17.894
21.64,119.73,17.908
21.64,119.74,17.921
21.64,119.75,17.934
21.64,119.76,17.947
21.64,119.77,17.959
21.64,119.78,17.971
21.64,119.79,17.983
21.64,119.8,17.994
21.64,119.81,18.005
21.64,119.82,18.015
21.64,119.83,18.026
21.64,119.84,18.036
21.64,119.85,18.047
21.64,119.86,18.057
21.64,119.87,18.069
21.64,119.88,18.08
21.64,119.89,18.093
21.64,119.9,18.106
21.64,119.91,18.12
21.64,119.92,18.134
21.64,119.93,18.149
21.64,119.94,18.165
21.64,119.95,18.181
21.64,119.96,18.197
21.64,119.97,18.213
21.64,119.98,18.23
21.64,119.99,18.247
21.64,120,18.264
21.64,120.01,18.282
21.64,120.02,18.3
21.64,120.03,18.319
21.64,120.04,18.339
21.64,120.05,18.359
21.64,120.06,18.38
21.64,120.07,18.403
21.64,120.08,18.426
21.64,120.09,18.451
21.64,120.1,18.476
21.64,120.11,18.501
21.64,120.12,18.528
21.64,120.13,18.554
21.64,120.14,18.581
21.64,120.15,18.607
21.64,120.16,18.633
21.64,120.17,18.658
21.64,120.18,18.683
21.64,120.19,18.707
21.64,120.2,18.732
21.64,120.21,18.756
21.64,120.22,18.78
21.64,120.23,18.805
21.64,120.24,18.831
21.64,120.25,18.859
21.64,120.26,18.887
21.64,120.27,18.917
21.64,120.28,18.95
21.64,120.29,18.984
21.64,120.3,19.02
21.64,120.31,19.057
21.64,120.32,19.096
21.64,120.33,19.136
21.64,120.34,19.176
21.64,120.35,19.217
21.64,120.36,19.257
21.64,120.37,19.296
21.64,120.38,19.334
21.64,120.39,19.37
21.64,120.4,19.404
21.64,120.41,19.435
21.64,120.42,19.465
21.64,120.43,19.492
21.64,120.44,19.516
21.64,120.45,19.539
21.64,120.46,19.559
21.64,120.47,19.578
21.64,120.48,19.595
21.64,120.49,19.612
21.64,120.5,19.628
21.64,120.51,19.643
21.64,120.52,19.659
21.64,120.53,19.675
21.64,120.54,19.691
21.64,120.55,19.709
21.64,120.56,19.727
21.64,120.57,19.747
21.64,120.58,19.768
21.64,120.59,19.791
21.64,120.6,19.815
21.64,120.61,19.841
21.64,120.62,19.869
21.64,120.63,19.898
21.64,120.64,19.929
21.64,120.65,19.961
21.64,120.66,19.995
21.64,120.67,20.03
21.64,120.68,20.067
21.64,120.69,20.104
21.64,120.7,20.142
21.64,120.71,20.182
21.64,120.72,20.222
21.64,120.73,20.262
21.64,120.74,20.304
21.64,120.75,20.345
21.64,120.76,20.388
21.64,120.77,20.431
21.64,120.78,20.475
21.64,120.79,20.519
21.64,120.8,20.563
21.64,120.81,20.608
21.64,120.82,20.654
21.64,120.83,20.699
21.64,120.84,20.744
21.64,120.85,20.789
21.64,120.86,20.834
21.64,120.87,20.877
21.64,120.88,20.92
21.64,120.89,20.961
21.64,120.9,21.001
21.64,120.91,21.039
21.64,120.92,21.075
21.64,120.93,21.109
21.64,120.94,21.142
21.64,120.95,21.174
21.64,120.96,21.204
21.64,120.97,21.233
21.64,120.98,21.262
21.64,120.99,21.291
21.64,121,21.32
21.64,121.01,21.349
21.64,121.02,21.379
21.64,121.03,21.411
21.64,121.04,21.443
21.64,121.05,21.476
21.64,121.06,21.509
21.64,121.07,21.542
21.64,121.08,21.575
21.64,121.09,21.608
21.64,121.1,21.638
21.64,121.11,21.667
21.64,121.12,21.693
21.64,121.13,21.715
21.64,121.14,21.734
21.64,121.15,21.749
21.64,121.16,21.761
21.64,121.17,21.769
21.64,121.18,21.774
21.64,121.19,21.777
21.64,121.2,21.779
21.64,121.21,21.78
21.64,121.22,21.782
21.64,121.23,21.786
21.64,121.24,21.792
21.64,121.25,21.803
21.64,121.26,21.819
21.64,121.27,21.841
21.64,121.28,21.869
21.64,121.29,21.904
21.64,121.3,21.946
21.64,121.31,21.996
21.64,121.32,22.052
21.64,121.33,22.115
21.64,121.34,22.184
21.64,121.35,22.259
21.64,121.36,22.339
21.64,121.37,22.424
21.64,121.38,22.514
21.64,121.39,22.608
21.64,121.4,22.706
21.64,121.41,22.808
21.64,121.42,22.915
21.64,121.43,23.026
21.64,121.44,23.141
21.64,121.45,23.261
21.64,121.46,23.384
21.64,121.47,23.512
21.64,121.48,23.643
21.64,121.49,23.776
21.64,121.5,23.911
21.64,121.51,24.045
21.64,121.52,24.179
21.64,121.53,24.309
21.64,121.54,24.434
21.64,121.55,24.552
21.64,121.56,24.662
21.64,121.57,24.761
21.64,121.58,24.848
21.64,121.59,24.922
21.64,121.6,24.982
21.64,121.61,25.028
21.64,121.62,25.059
21.64,121.63,25.077
21.64,121.64,25.081
21.64,121.65,25.073
21.64,121.66,25.054
21.64,121.67,25.025
21.64,121.68,24.989
21.64,121.69,24.945
21.64,121.7,24.897
21.64,121.71,24.845
21.64,121.72,24.79
21.64,121.73,24.733
21.64,121.74,24.676
21.64,121.75,24.617
21.64,121.76,24.559
21.64,121.77,24.501
21.64,121.78,24.443
21.64,121.79,24.386
21.64,121.8,24.329
21.64,121.81,24.272
21.64,121.82,24.217
21.64,121.83,24.162
21.64,121.84,24.108
21.64,121.85,24.056
21.64,121.86,24.005
21.64,121.87,23.957
21.64,121.88,23.911
21.64,121.89,23.867
21.64,121.9,23.826
21.64,121.91,23.788
21.64,121.92,23.752
21.64,121.93,23.719
21.64,121.94,23.688
21.64,121.95,23.659
21.64,121.96,23.632
21.64,121.97,23.605
21.64,121.98,23.579
21.64,121.99,23.554
21.64,122,23.529
21.64,122.01,23.504
21.64,122.02,23.48
21.64,122.03,23.457
21.64,122.04,23.434
21.64,122.05,23.412
21.64,122.06,23.392
21.64,122.07,23.374
21.64,122.08,23.358
21.64,122.09,23.346
21.64,122.1,23.336
21.64,122.11,23.33
21.64,122.12,23.327
21.64,122.13,23.327
21.64,122.14,23.331
21.64,122.15,23.339
21.64,122.16,23.349
21.64,122.17,23.362
21.64,122.18,23.378
21.64,122.19,23.397
21.64,122.2,23.417
21.64,122.21,23.44
21.64,122.22,23.465
21.64,122.23,23.491
21.64,122.24,23.52
21.64,122.25,23.55
21.64,122.26,23.582
21.64,122.27,23.616
21.64,122.28,23.651
21.64,122.29,23.688
21.64,122.3,23.727
21.64,122.31,23.766
21.64,122.32,23.807
21.64,122.33,23.849
21.64,122.34,23.891
21.64,122.35,23.934
21.64,122.36,23.977
21.64,122.37,24.02
21.64,122.38,24.063
21.64,122.39,24.105
21.64,122.4,24.147
21.64,122.41,24.189
21.64,122.42,24.23
21.64,122.43,24.27
21.64,122.44,24.309
21.64,122.45,24.348
21.64,122.46,24.385
21.64,122.47,24.422
21.64,122.48,24.457
21.64,122.49,24.49
21.64,122.5,24.523
21.65,119.5,17.735
21.65,119.51,17.742
21.65,119.52,17.748
21.65,119.53,17.755
21.65,119.54,17.761
21.65,119.55,17.767
21.65,119.56,17.773
21.65,119.57,17.778
21.65,119.58,17.784
21.65,119.59,17.789
21.65,119.6,17.795
21.65,119.61,17.801
21.65,119.62,17.808
21.65,119.63,17.815
21.65,119.64,17.823
21.65,119.65,17.831
21.65,119.66,17.84
21.65,119.67,17.851
21.65,119.68,17.861
21.65,119.69,17.873
21.65,119.7,17.885
21.65,119.71,17.898
21.65,119.72,17.911
21.65,119.73,17.924
21.65,119.74,17.938
21.65,119.75,17.951
21.65,119.76,17.964
21.65,119.77,17.976
21.65,119.78,17.989
21.65,119.79,18
21.65,119.8,18.012
21.65,119.81,18.023
21.65,119.82,18.034
21.65,119.83,18.044
21.65,119.84,18.055
21.65,119.85,18.066
21.65,119.86,18.078
21.65,119.87,18.09
21.65,119.88,18.102
21.65,119.89,18.115
21.65,119.9,18.129
21.65,119.91,18.143
21.65,119.92,18.158
21.65,119.93,18.174
21.65,119.94,18.189
21.65,119.95,18.205
21.65,119.96,18.221
21.65,119.97,18.237
21.65,119.98,18.253
21.65,119.99,18.27
21.65,120,18.287
21.65,120.01,18.304
21.65,120.02,18.322
21.65,120.03,18.34
21.65,120.04,18.36
21.65,120.05,18.38
21.65,120.06,18.402
21.65,120.07,18.424
21.65,120.08,18.448
21.65,120.09,18.473
21.65,120.1,18.499
21.65,120.11,18.525
21.65,120.12,18.552
21.65,120.13,18.579
21.65,120.14,18.606
21.65,120.15,18.632
21.65,120.16,18.658
21.65,120.17,18.683
21.65,120.18,18.707
21.65,120.19,18.731
21.65,120.2,18.754
21.65,120.21,18.778
21.65,120.22,18.801
21.65,120.23,18.825
21.65,120.24,18.849
21.65,120.25,18.876
21.65,120.26,18.903
21.65,120.27,18.933
21.65,120.28,18.965
21.65,120.29,18.998
21.65,120.3,19.034
21.65,120.31,19.072
21.65,120.32,19.111
21.65,120.33,19.151
21.65,120.34,19.191
21.65,120.35,19.232
21.65,120.36,19.273
21.65,120.37,19.312
21.65,120.38,19.35
21.65,120.39,19.386
21.65,120.4,19.42
21.65,120.41,19.452
21.65,120.42,19.481
21.65,120.43,19.508
21.65,120.44,19.532
21.65,120.45,19.554
21.65,120.46,19.575
21.65,120.47,19.594
21.65,120.48,19.611
